year,imd,sex,cause,<1   ,1-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90+  ,All Ages
2009,9,Female,03 Diabetes,0,0,0,0,0,1,0,0,3,2,5,1,3,6,6,7,23,41,53,71,222
2009,9,Female,04 Ischaemic heart disease,0,0,0,0,0,0,0,0,2,1,7,15,26,45,76,150,285,506,737,678,2528
2009,9,Female,05 Stroke (cerebrovascular),1,0,0,0,0,1,0,4,1,13,14,11,18,36,58,92,245,454,729,815,2492
2009,9,Female,06 Other circulatory,1,0,0,0,2,1,2,2,3,7,10,11,27,41,68,110,211,409,594,719,2218
2009,9,Female,07 Intentional injuries,0,0,0,0,1,6,2,4,5,6,8,7,7,5,5,5,5,3,4,0,73
2009,9,Female,08 Unintentional injuries,1,1,3,1,7,2,5,5,6,7,4,7,3,15,10,17,33,69,110,147,453
2009,9,Female,09 All other causes,17,8,3,7,5,10,9,16,16,39,50,62,73,145,141,231,411,850,1278,1803,5174
2009,9,Female,10 Neonatal,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
2009,10,Male,01 Neoplasms,0,3,7,2,8,10,9,11,25,56,80,163,273,581,629,943,1066,1121,875,379,6241
2009,10,Male,02 Diseases of the respiratory system,1,1,0,1,3,1,1,2,9,1,8,20,26,47,91,174,300,494,541,460,2181
2009,10,Male,03 Diabetes,0,0,0,0,0,1,0,0,1,3,0,2,2,4,6,19,23,39,29,24,153
2009,10,Male,04 Ischaemic heart disease,0,0,0,0,0,0,0,2,9,28,38,68,114,186,238,306,481,668,637,337,3112
2009,10,Male,05 Stroke (cerebrovascular),0,0,0,0,0,0,0,2,2,8,7,12,25,25,44,116,231,330,359,258,1419
2009,10,Male,06 Other circulatory,1,1,0,1,2,4,1,4,10,8,20,26,44,68,97,156,240,311,326,250,1570
2009,10,Male,07 Intentional injuries,0,0,0,0,4,11,5,8,22,17,26,28,15,20,12,7,3,6,2,1,187
2009,10,Male,08 Unintentional injuries,0,2,1,1,22,19,18,16,15,14,18,16,15,24,21,21,42,69,66,55,455
2009,10,Male,09 All other causes,21,7,1,8,15,17,21,22,20,24,66,71,82,128,156,241,408,578,697,515,3098
2009,10,Male,10 Neonatal,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69
2009,10,Female,01 Neoplasms,0,3,6,2,1,4,12,14,33,84,144,204,316,486,556,701,804,877,820,487,5554
2009,10,Female,02 Diseases of the respiratory system,1,1,0,0,0,3,1,0,4,3,7,10,27,49,60,135,236,431,661,941,2570
2009,10,Female,03 Diabetes,0,0,0,0,0,0,2,0,1,0,2,0,4,3,3,6,23,47,37,52,180
2009,10,Female,04 Ischaemic heart disease,0,0,0,0,0,0,0,0,0,5,3,13,20,46,69,119,249,448,624,636,2232
2009,10,Female,05 Stroke (cerebrovascular),0,1,0,0,0,0,0,2,4,1,5,8,9,35,36,98,204,410,660,657,2130
2009,10,Female,06 Other circulatory,2,1,1,0,0,0,3,0,5,8,10,11,20,32,59,91,198,359,529,623,1952
2009,10,Female,07 Intentional injuries,0,0,0,0,1,3,3,3,5,6,10,5,7,11,1,5,3,4,4,2,73
2009,10,Female,08 Unintentional injuries,0,2,1,1,3,7,1,0,2,3,9,8,3,8,13,18,35,48,91,106,359
2009,10,Female,09 All other causes,19,8,4,3,14,9,11,12,18,26,45,67,63,112,145,209,381,717,1089,1512,4464
2009,10,Female,10 Neonatal,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
2010,1,Male,01 Neoplasms,1,4,2,4,6,11,14,25,40,84,158,284,531,775,958,1207,1210,1020,680,278,7292
2010,1,Male,02 Diseases of the respiratory system,7,6,1,3,3,6,8,6,12,39,53,83,144,266,339,476,599,667,607,344,3669
2010,1,Male,03 Diabetes,0,0,0,0,1,1,2,1,4,9,12,13,8,17,18,49,37,39,32,19,262
2010,1,Male,04 Ischaemic heart disease,0,0,0,0,0,1,5,12,38,81,142,238,305,481,481,615,683,675,506,227,4490
2010,1,Male,05 Stroke (cerebrovascular),2,0,0,1,3,1,5,8,17,19,42,33,56,82,142,178,248,304,282,141,1564
2010,1,Male,06 Other circulatory,1,3,0,0,5,7,10,12,30,39,64,64,81,130,184,208,283,294,227,152,1794
2010,1,Male,07 Intentional injuries,0,2,0,0,11,19,28,35,42,48,51,22,24,29,7,9,7,1,2,1,338
2010,1,Male,08 Unintentional injuries,4,7,7,4,26,33,40,39,58,48,46,37,37,39,36,42,54,57,39,40,693
2010,1,Male,09 All other causes,101,27,17,13,26,72,92,145,197,296,313,309,333,359,304,362,454,550,532,373,4875
2010,1,Male,10 Neonatal,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216
2010,1,Female,01 Neoplasms,1,4,2,8,6,10,19,37,46,112,171,260,410,576,645,937,976,966,820,405,6411
2010,1,Female,02 Diseases of the respiratory system,6,4,2,2,2,4,4,3,6,18,44,69,105,192,244,387,572,715,778,806,3963
2010,1,Female,03 Diabetes,0,0,0,0,1,2,1,2,1,4,3,8,9,16,15,29,45,70,59,51,316
2010,1,Female,04 Ischaemic heart disease,0,0,0,0,0,0,1,2,6,21,47,71,77,135,187,319,422,572,603,525,2988
2010,1,Female,05 Stroke (cerebrovascular),2,0,0,0,1,2,4,2,6,12,34,31,31,53,70,154,269,390,522,509,2092
2010,1,Female,06 Other circulatory,2,1,0,1,3,8,10,13,16,21,47,37,52,88,101,158,268,396,466,477,2165
2010,1,Female,07 Intentional injuries,3,1,2,1,4,9,6,11,6,13,10,10,6,8,4,3,5,2,0,0,104
2010,1,Female,08 Unintentional injuries,3,5,4,3,3,6,10,10,13,18,19,26,17,16,17,30,37,68,95,92,492
2010,1,Female,09 All other causes,77,25,6,11,22,28,46,56,100,124,145,183,182,194,196,334,560,886,1180,1455,5810
2010,1,Female,10 Neonatal,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174
2010,2,Male,01 Neoplasms,1,5,3,5,8,5,16,26,35,70,159,242,408,697,812,1000,1130,1095,712,317,6746
2010,2,Male,02 Diseases of the respiratory system,4,5,3,1,1,1,6,6,13,25,37,49,106,215,302,406,497,696,619,425,3417
2010,2,Male,03 Diabetes,0,0,0,0,1,3,7,2,5,6,14,3,10,8,28,36,35,54,37,25,274
2010,2,Male,04 Ischaemic heart disease,0,0,0,0,0,3,5,5,27,53,110,185,234,351,415,514,630,625,558,265,3980
2010,2,Male,05 Stroke (cerebrovascular),2,1,0,0,1,0,2,11,5,18,19,38,42,86,104,170,240,292,298,192,1521
2010,2,Male,06 Other circulatory,3,1,1,0,2,3,7,19,22,38,61,56,94,135,164,176,291,305,306,202,1886
2010,2,Male,07 Intentional injuries,2,0,1,1,6,32,37,27,40,37,36,32,29,13,10,4,5,7,3,1,323
2010,2,Male,08 Unintentional injuries,0,6,1,3,31,42,35,28,30,36,35,36,31,30,28,23,35,53,52,32,567
2010,2,Male,09 All other causes,63,20,13,8,25,56,73,108,163,190,231,225,254,293,263,311,420,594,586,426,4322
2010,2,Male,10 Neonatal,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164
2010,2,Female,01 Neoplasms,2,5,3,3,5,7,11,22,43,102,169,234,353,552,610,731,919,989,813,512,6085
2010,2,Female,02 Diseases of the respiratory system,5,9,3,4,1,2,4,6,5,24,25,46,86,149,182,313,501,652,776,950,3743
2010,2,Female,03 Diabetes,0,0,0,0,0,1,1,5,1,9,6,6,12,17,17,20,25,58,55,67,300
2010,2,Female,04 Ischaemic heart disease,0,0,0,0,0,0,2,6,8,15,27,42,76,115,149,276,372,533,656,606,2883
2010,2,Female,05 Stroke (cerebrovascular),1,0,0,0,0,3,1,8,5,8,16,22,35,40,84,132,230,399,612,639,2235
2010,2,Female,06 Other circulatory,2,0,0,1,0,2,3,8,9,21,23,40,40,68,108,145,244,385,520,581,2200
2010,2,Female,07 Intentional injuries,0,0,0,0,3,8,6,6,14,11,7,5,2,5,3,0,1,0,0,0,71
2010,2,Female,08 Unintentional injuries,4,1,0,3,7,6,11,6,13,12,15,22,10,24,9,28,31,58,107,108,475
2010,2,Female,09 All other causes,53,16,14,8,21,21,27,48,79,114,111,136,149,193,196,310,516,899,1321,1629,5861
2010,2,Female,10 Neonatal,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136
2010,3,Male,01 Neoplasms,1,4,6,4,7,9,15,27,42,60,126,237,403,687,826,1005,1152,1058,788,307,6764
2010,3,Male,02 Diseases of the respiratory system,5,3,1,1,1,1,2,4,12,18,25,22,90,137,202,362,510,663,632,450,3141
2010,3,Male,03 Diabetes,0,0,1,0,0,0,0,2,3,4,5,8,9,10,17,30,48,36,37,30,240
2010,3,Male,04 Ischaemic heart disease,0,0,0,0,0,0,10,7,14,45,110,165,232,340,387,510,609,700,587,293,4009
2010,3,Male,05 Stroke (cerebrovascular),0,0,1,0,0,2,1,3,9,8,13,30,48,51,88,152,238,293,326,218,1481
2010,3,Male,06 Other circulatory,0,5,1,0,3,4,8,10,20,42,39,46,81,119,151,202,255,327,309,235,1857
2010,3,Male,07 Intentional injuries,1,1,0,0,8,35,25,33,31,36,40,28,14,22,7,8,4,6,4,2,305
2010,3,Male,08 Unintentional injuries,6,4,1,5,23,30,21,34,28,31,30,23,30,28,19,39,57,55,69,47,580
2010,3,Male,09 All other causes,56,18,4,2,20,39,69,77,114,171,175,174,208,280,256,305,486,623,624,457,4158
2010,3,Male,10 Neonatal,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161
2010,3,Female,01 Neoplasms,0,4,3,3,4,9,16,23,44,93,154,257,365,520,592,820,935,1029,822,545,6238
2010,3,Female,02 Diseases of the respiratory system,7,3,2,2,0,1,2,2,9,14,24,37,51,125,169,298,466,629,813,1008,3662
2010,3,Female,03 Diabetes,0,0,0,0,0,0,2,3,5,2,5,2,9,8,8,22,37,58,64,67,292
2010,3,Female,04 Ischaemic heart disease,0,0,0,0,0,0,0,3,3,16,19,36,65,90,163,239,394,552,666,648,2894
2010,3,Female,05 Stroke (cerebrovascular),0,1,0,0,1,1,0,4,5,5,13,26,28,40,59,145,263,462,622,631,2306
2010,3,Female,06 Other circulatory,1,2,1,2,3,1,1,3,12,26,29,29,44,71,88,149,250,459,601,651,2423
2010,3,Female,07 Intentional injuries,0,1,1,0,5,10,5,6,15,9,8,9,7,7,5,5,3,1,2,1,100
2010,3,Female,08 Unintentional injuries,0,4,0,2,6,12,10,9,11,14,11,7,8,15,20,22,44,89,95,128,507
2010,3,Female,09 All other causes,51,13,6,3,17,17,28,47,59,68,99,142,135,159,199,286,516,866,1256,1804,5771
2010,3,Female,10 Neonatal,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139
2010,4,Male,01 Neoplasms,0,1,2,5,9,8,8,11,42,73,130,223,369,686,823,1102,1129,1109,835,394,6959
2010,4,Male,02 Diseases of the respiratory system,2,0,0,0,1,4,3,4,9,14,24,41,73,155,210,330,444,580,626,513,3033
2010,4,Male,03 Diabetes,0,0,0,0,0,1,2,3,1,5,3,4,8,17,11,25,32,44,44,30,230
2010,4,Male,04 Ischaemic heart disease,0,0,0,1,0,2,6,3,24,37,72,132,186,303,360,485,637,699,618,372,3937
2010,4,Male,05 Stroke (cerebrovascular),0,0,1,0,0,1,0,3,7,11,13,30,42,58,92,157,231,334,332,220,1532
2010,4,Male,06 Other circulatory,4,1,0,1,3,6,9,15,16,28,43,47,65,116,151,219,269,317,348,206,1864
2010,4,Male,07 Intentional injuries,0,0,0,1,4,32,20,26,32,32,37,26,22,16,6,5,6,6,3,3,277
2010,4,Male,08 Unintentional injuries,1,2,1,4,18,45,28,24,17,25,29,26,22,30,21,31,43,69,61,57,554
2010,4,Male,09 All other causes,53,17,8,6,16,42,56,50,89,146,173,177,190,238,221,340,410,614,671,537,4054
2010,4,Male,10 Neonatal,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113
2010,4,Female,01 Neoplasms,0,4,6,4,5,2,16,17,37,89,160,236,310,568,594,797,937,974,902,546,6204
2010,4,Female,02 Diseases of the respiratory system,3,1,3,0,2,1,4,5,7,10,15,35,46,120,131,244,378,646,836,989,3476
2010,4,Female,03 Diabetes,0,0,0,0,1,1,0,1,0,2,2,5,4,6,12,17,38,52,61,72,274
2010,4,Female,04 Ischaemic heart disease,0,0,0,0,0,1,0,2,2,10,12,33,41,72,119,187,340,583,718,726,2846
2010,4,Female,05 Stroke (cerebrovascular),2,0,0,0,0,1,0,0,5,4,16,19,29,36,59,125,259,474,662,762,2453
2010,4,Female,06 Other circulatory,2,0,1,1,1,2,5,2,10,17,23,20,23,68,91,153,247,466,621,692,2445
2010,4,Female,07 Intentional injuries,0,0,0,0,3,5,6,10,13,7,7,7,3,3,3,1,2,1,2,2,75
2010,4,Female,08 Unintentional injuries,1,5,0,0,4,9,5,5,6,10,8,11,9,19,15,26,37,62,117,114,463
2010,4,Female,09 All other causes,36,15,8,8,18,16,25,20,50,66,79,84,123,173,226,277,523,938,1301,1885,5871
2010,4,Female,10 Neonatal,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
2010,5,Male,01 Neoplasms,1,4,6,4,4,5,13,13,34,50,131,216,366,622,880,1055,1224,1175,902,401,7106
2010,5,Male,02 Diseases of the respiratory system,2,1,2,0,1,4,5,3,4,14,19,27,70,125,181,308,449,606,723,544,3088
2010,5,Male,03 Diabetes,0,0,0,0,1,0,0,1,3,4,5,6,8,13,16,20,35,42,51,34,239
2010,5,Male,04 Ischaemic heart disease,0,0,0,0,0,1,2,1,12,46,81,103,160,297,316,465,622,736,659,402,3903
2010,5,Male,05 Stroke (cerebrovascular),0,0,0,0,1,0,0,4,6,12,17,24,40,45,75,150,224,391,420,276,1685
2010,5,Male,06 Other circulatory,0,2,0,2,2,3,3,7,13,27,36,44,56,105,138,203,283,373,366,277,1940
2010,5,Male,07 Intentional injuries,0,1,0,0,5,26,18,27,23,31,37,35,17,20,10,12,10,2,5,6,285
2010,5,Male,08 Unintentional injuries,1,0,2,6,22,30,21,18,22,27,38,36,25,26,28,32,51,71,81,49,586
2010,5,Male,09 All other causes,30,18,8,4,16,30,44,62,74,122,123,136,180,230,217,312,453,657,731,625,4072
2010,5,Male,10 Neonatal,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
2010,5,Female,01 Neoplasms,0,3,4,3,8,7,17,22,41,86,137,210,341,610,641,807,932,1116,1006,587,6578
2010,5,Female,02 Diseases of the respiratory system,1,1,0,3,2,1,3,1,6,12,18,20,42,95,118,237,385,568,812,1101,3426
2010,5,Female,03 Diabetes,0,0,0,0,0,0,0,2,4,3,4,7,5,6,17,22,33,49,61,74,287
2010,5,Female,04 Ischaemic heart disease,0,0,0,0,0,0,0,1,4,6,15,32,39,68,120,204,356,574,779,704,2902
2010,5,Female,05 Stroke (cerebrovascular),0,0,1,0,0,0,1,0,5,7,7,22,30,36,72,127,254,506,803,872,2743
2010,5,Female,06 Other circulatory,3,0,0,1,0,0,5,5,10,10,15,26,22,67,86,121,263,425,659,793,2511
2010,5,Female,07 Intentional injuries,0,0,0,1,7,1,4,7,6,11,5,9,5,6,4,4,3,1,0,0,74
2010,5,Female,08 Unintentional injuries,0,1,2,2,6,4,3,9,5,3,12,8,19,11,18,24,38,73,110,149,497
2010,5,Female,09 All other causes,36,13,7,4,9,12,18,21,39,57,81,100,124,167,185,296,528,1023,1424,2127,6271
2010,5,Female,10 Neonatal,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79
2010,6,Male,01 Neoplasms,1,6,5,5,8,6,23,20,24,58,112,212,387,626,824,1088,1239,1295,915,431,7285
2010,6,Male,02 Diseases of the respiratory system,0,4,0,1,2,2,2,7,11,9,18,32,46,106,161,257,419,586,676,566,2905
2010,6,Male,03 Diabetes,0,0,0,0,0,0,0,1,3,2,4,4,8,18,14,24,33,57,44,24,236
2010,6,Male,04 Ischaemic heart disease,0,0,0,0,0,0,1,4,6,25,63,98,149,273,331,417,562,694,693,424,3740
2010,6,Male,05 Stroke (cerebrovascular),0,1,0,1,0,0,0,2,6,15,11,15,39,59,96,147,265,371,470,292,1790
2010,6,Male,06 Other circulatory,1,1,0,0,5,4,8,6,14,18,29,42,57,112,134,183,285,358,421,263,1941
2010,6,Male,07 Intentional injuries,0,0,1,0,3,13,15,21,23,27,26,23,22,17,18,6,11,13,3,5,247
2010,6,Male,08 Unintentional injuries,0,4,1,6,21,30,23,24,20,37,31,28,19,35,27,30,55,60,82,39,572
2010,6,Male,09 All other causes,45,6,5,4,18,31,31,39,70,86,119,135,128,194,255,326,503,686,774,630,4085
2010,6,Male,10 Neonatal,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104
2010,6,Female,01 Neoplasms,2,5,0,2,2,8,4,20,48,82,147,213,327,568,620,783,1025,1062,975,643,6536
2010,6,Female,02 Diseases of the respiratory system,0,4,2,0,2,0,1,3,6,8,6,23,27,94,142,203,334,631,841,1139,3466
2010,6,Female,03 Diabetes,0,0,0,0,1,0,0,1,0,0,4,3,5,5,8,10,39,74,64,80,294
2010,6,Female,04 Ischaemic heart disease,0,0,0,0,0,0,2,0,1,10,7,25,31,75,119,183,334,573,744,774,2878
2010,6,Female,05 Stroke (cerebrovascular),1,0,1,0,1,0,2,1,5,3,14,27,27,41,82,127,286,494,748,915,2775
2010,6,Female,06 Other circulatory,0,0,1,0,1,1,2,1,6,12,20,14,32,61,72,127,250,466,646,801,2513
2010,6,Female,07 Intentional injuries,0,0,0,0,1,6,4,4,6,6,9,6,7,6,7,4,4,4,1,2,77
2010,6,Female,08 Unintentional injuries,1,2,0,2,7,8,5,8,9,7,8,10,10,14,16,27,35,62,99,154,484
2010,6,Female,09 All other causes,26,9,2,8,13,21,20,21,33,66,61,85,88,133,175,271,532,949,1471,2243,6227
2010,6,Female,10 Neonatal,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78
2010,7,Male,01 Neoplasms,1,2,1,4,5,7,14,18,32,62,110,211,321,668,881,1061,1185,1240,934,463,7220
2010,7,Male,02 Diseases of the respiratory system,0,2,1,2,0,3,2,1,1,6,14,19,49,105,162,237,428,604,612,540,2788
2010,7,Male,03 Diabetes,0,0,0,0,0,1,1,2,2,2,1,3,4,10,17,20,42,44,47,40,236
2010,7,Male,04 Ischaemic heart disease,0,0,0,0,0,0,0,1,11,36,48,83,149,263,318,415,574,782,667,415,3762
2010,7,Male,05 Stroke (cerebrovascular),0,1,0,1,2,0,1,3,7,7,14,25,20,47,79,142,221,341,414,312,1637
2010,7,Male,06 Other circulatory,0,2,1,1,2,3,5,14,5,21,32,22,45,79,128,193,261,353,404,278,1849
2010,7,Male,07 Intentional injuries,0,0,0,0,3,18,13,17,22,34,23,21,15,25,9,13,11,5,4,2,235
2010,7,Male,08 Unintentional injuries,0,2,1,4,22,26,23,19,17,18,20,15,15,22,22,32,39,72,69,56,494
2010,7,Male,09 All other causes,24,12,6,3,14,21,24,32,42,72,92,101,121,177,212,327,487,654,762,625,3808
2010,7,Male,10 Neonatal,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69
2010,7,Female,01 Neoplasms,2,5,4,1,12,3,11,14,43,100,132,224,350,550,698,797,945,1021,947,641,6500
2010,7,Female,02 Diseases of the respiratory system,1,1,1,1,1,1,3,3,3,11,8,22,35,71,104,199,342,537,760,1083,3187
2010,7,Female,03 Diabetes,0,0,0,0,0,0,0,1,0,1,0,3,7,5,9,18,30,46,66,97,283
2010,7,Female,04 Ischaemic heart disease,0,0,0,0,0,0,0,2,2,4,11,12,30,56,72,167,326,559,748,743,2732
2010,7,Female,05 Stroke (cerebrovascular),1,0,0,0,0,1,0,2,2,5,13,18,24,28,70,111,235,487,818,913,2728
2010,7,Female,06 Other circulatory,0,0,1,1,2,1,4,1,8,13,12,18,27,46,84,111,251,427,626,855,2488
2010,7,Female,07 Intentional injuries,0,0,0,0,1,1,4,5,10,10,9,10,7,11,8,5,5,6,0,0,92
2010,7,Female,08 Unintentional injuries,0,2,0,0,10,7,7,6,5,11,9,14,14,10,18,24,43,77,112,131,500
2010,7,Female,09 All other causes,26,7,3,3,4,8,14,18,29,38,52,75,111,161,173,274,486,942,1470,2248,6142
2010,7,Female,10 Neonatal,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69
2010,8,Male,01 Neoplasms,2,5,0,4,6,7,10,14,26,62,111,198,333,664,813,1024,1276,1178,840,438,7011
2010,8,Male,02 Diseases of the respiratory system,4,4,0,3,0,2,2,3,4,4,10,22,43,73,148,243,373,546,637,555,2676
2010,8,Male,03 Diabetes,0,0,0,0,0,2,0,1,1,3,3,5,4,4,8,12,38,46,41,21,189
2010,8,Male,04 Ischaemic heart disease,0,0,0,0,0,1,2,4,8,27,60,100,122,216,316,404,534,658,669,410,3531
2010,8,Male,05 Stroke (cerebrovascular),0,0,0,0,0,1,0,1,4,6,9,26,24,52,78,140,228,331,409,306,1615
2010,8,Male,06 Other circulatory,0,1,0,2,1,1,2,8,12,15,24,34,26,75,103,172,272,354,425,283,1810
2010,8,Male,07 Intentional injuries,0,0,0,0,8,9,9,16,20,30,25,22,27,21,14,10,12,7,3,1,234
2010,8,Male,08 Unintentional injuries,2,4,2,2,9,22,18,15,20,19,21,23,22,29,24,18,30,49,74,62,465
2010,8,Male,09 All other causes,29,14,5,4,16,18,27,37,36,54,80,90,128,158,205,303,470,683,730,624,3711
2010,8,Male,10 Neonatal,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82
2010,8,Female,01 Neoplasms,1,3,2,5,4,3,14,13,40,65,135,215,340,535,668,781,918,1036,991,613,6382
2010,8,Female,02 Diseases of the respiratory system,2,0,0,1,0,0,3,0,5,8,9,10,28,66,123,176,304,510,750,1070,3065
2010,8,Female,03 Diabetes,0,0,0,0,0,0,0,1,1,0,0,1,5,3,2,12,29,46,60,69,229
2010,8,Female,04 Ischaemic heart disease,0,0,0,0,0,1,2,3,3,3,12,12,25,48,75,167,263,480,743,752,2589
2010,8,Female,05 Stroke (cerebrovascular),0,0,0,0,0,0,0,2,4,5,10,15,18,32,53,99,219,462,730,913,2562
2010,8,Female,06 Other circulatory,0,0,1,0,1,1,2,6,4,8,17,11,26,39,64,127,248,394,611,798,2358
2010,8,Female,07 Intentional injuries,0,0,0,0,1,4,4,1,8,3,10,6,5,8,3,4,0,5,4,3,69
2010,8,Female,08 Unintentional injuries,1,0,1,0,7,8,7,5,8,11,9,6,12,10,14,17,33,70,86,148,453
2010,8,Female,09 All other causes,15,8,5,8,11,12,8,13,25,37,54,67,90,157,175,274,504,881,1358,2162,5864
2010,8,Female,10 Neonatal,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
2010,9,Male,01 Neoplasms,0,1,6,5,8,4,10,17,21,51,72,182,290,583,716,993,1204,1174,922,423,6682
2010,9,Male,02 Diseases of the respiratory system,0,3,1,2,3,2,0,1,2,8,6,15,34,74,113,220,364,530,609,536,2523
2010,9,Male,03 Diabetes,0,0,0,0,1,0,0,0,0,1,2,4,1,4,15,14,22,42,41,24,171
2010,9,Male,04 Ischaemic heart disease,0,0,0,0,1,2,1,1,6,33,36,73,134,219,276,354,518,703,676,419,3452
2010,9,Male,05 Stroke (cerebrovascular),0,0,0,0,1,2,0,0,5,6,11,14,22,30,71,124,203,372,387,294,1542
2010,9,Male,06 Other circulatory,1,1,0,2,1,2,2,6,14,15,19,30,43,95,109,177,260,385,381,274,1817
2010,9,Male,07 Intentional injuries,0,0,0,0,6,11,8,17,21,26,17,21,24,15,5,5,5,6,1,1,189
2010,9,Male,08 Unintentional injuries,0,5,1,3,16,27,23,17,21,23,14,21,15,22,24,23,44,70,89,56,514
2010,9,Male,09 All other causes,25,4,1,6,14,14,18,23,36,64,64,97,107,169,174,218,423,679,703,619,3458
2010,9,Male,10 Neonatal,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
2010,9,Female,01 Neoplasms,1,1,2,4,2,4,9,19,53,71,135,200,329,561,632,757,870,1022,881,626,6179
2010,9,Female,02 Diseases of the respiratory system,1,0,2,0,4,0,1,0,7,5,6,11,30,48,88,153,317,500,702,997,2872
2010,9,Female,03 Diabetes,0,0,0,0,0,0,0,1,3,1,0,1,1,3,9,5,22,46,56,72,220
2010,9,Female,04 Ischaemic heart disease,0,0,0,0,1,0,1,1,1,6,10,12,19,52,83,151,282,505,685,760,2569
2010,9,Female,05 Stroke (cerebrovascular),0,0,0,0,0,1,0,0,2,3,14,10,22,33,51,109,240,423,756,913,2577
2010,9,Female,06 Other circulatory,2,2,1,0,1,1,5,3,5,7,7,16,19,45,67,114,218,395,551,718,2177
2010,9,Female,07 Intentional injuries,0,0,0,0,4,5,6,5,4,6,9,9,9,11,2,3,3,3,4,1,84
2010,9,Female,08 Unintentional injuries,0,1,3,1,7,3,5,1,3,7,7,11,8,10,15,22,42,49,110,143,448
2010,9,Female,09 All other causes,17,7,5,6,8,5,8,18,25,30,48,54,101,115,178,256,451,851,1353,2043,5579
2010,9,Female,10 Neonatal,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
2010,10,Male,01 Neoplasms,0,3,2,1,4,5,7,10,33,59,95,148,290,599,701,948,1114,1209,932,432,6592
2010,10,Male,02 Diseases of the respiratory system,0,2,1,0,0,1,1,0,5,9,5,11,30,54,94,194,323,516,575,465,2286
2010,10,Male,03 Diabetes,0,0,0,0,1,2,0,1,1,2,1,2,2,7,5,13,19,35,31,25,147
2010,10,Male,04 Ischaemic heart disease,0,0,0,0,0,0,0,1,4,11,40,72,102,174,221,330,468,639,609,398,3069
2010,10,Male,05 Stroke (cerebrovascular),0,0,0,0,2,0,0,1,4,6,11,12,19,36,55,101,188,317,400,262,1414
2010,10,Male,06 Other circulatory,1,2,1,1,1,1,2,5,10,12,20,18,33,72,106,136,248,298,338,246,1551
2010,10,Male,07 Intentional injuries,0,0,0,0,8,10,9,10,19,30,17,18,19,11,13,14,7,7,0,1,193
2010,10,Male,08 Unintentional injuries,0,0,1,3,9,18,8,10,10,16,16,15,11,19,18,30,43,65,73,58,423
2010,10,Male,09 All other causes,16,4,2,4,8,18,10,21,32,50,61,71,100,159,156,227,448,635,673,565,3260
2010,10,Male,10 Neonatal,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
2010,10,Female,01 Neoplasms,1,4,6,6,6,4,4,19,44,94,134,209,299,488,573,692,832,985,870,493,5763
2010,10,Female,02 Diseases of the respiratory system,1,1,1,0,3,1,0,5,0,5,3,14,19,47,73,138,233,438,616,876,2474
2010,10,Female,03 Diabetes,0,0,0,0,0,0,0,0,0,0,1,2,3,1,3,14,15,27,42,54,162
2010,10,Female,04 Ischaemic heart disease,0,0,0,0,0,0,0,0,4,1,10,7,23,38,72,102,236,394,593,610,2090
2010,10,Female,05 Stroke (cerebrovascular),0,0,0,0,0,0,1,0,3,3,3,14,18,24,50,74,211,439,669,728,2237
2010,10,Female,06 Other circulatory,0,0,1,0,1,0,0,3,7,7,7,9,18,24,42,102,215,319,551,669,1975
2010,10,Female,07 Intentional injuries,2,0,0,0,2,6,4,0,7,10,5,13,6,3,4,4,2,5,0,3,76
2010,10,Female,08 Unintentional injuries,0,1,1,1,3,1,5,1,2,3,8,8,13,8,13,17,31,64,85,113,378
